Passenger 1 ID,Passenger 2 ID,Number of Teleports together
12809,89959,4
12809,93532,4
12809,95308,4
12819,24782,4
12819,26210,4
12819,62362,4
12819,74270,4
12819,77348,4
12819,80241,4
12841,16240,4
12841,18201,4
12841,24730,4
12841,58408,4
12841,71740,4
12843,17281,4
12843,17971,4
12843,28976,4
12843,62142,4
12843,78404,4
12843,85484,4
12843,96924,4
12844,62904,4
12844,69143,4
12844,89276,4
12852,53925,4
12852,55072,4
12852,94098,4
12855,35827,4
12855,49464,4
12855,58867,4
12855,58997,4
12855,73762,4
12855,82862,4
12855,86958,4
12855,87672,4
12855,92451,4
12855,97146,4
12873,17524,4
12873,27439,4
12873,28227,4
12873,29157,4
12873,34777,4
12873,35634,4
12873,45922,4
12873,50335,4
12873,62244,4
12873,64895,4
12873,66446,4
12873,69279,4
12873,71823,4
12873,79445,4
12884,13087,4
12884,18882,4
12884,27241,4
12884,34103,4
12884,40950,4
12884,47570,4
12884,71680,4
12884,73941,4
12884,78159,4
12884,81594,4
12884,91340,4
12884,91582,4
12884,93633,4
12899,23970,4
12899,43256,4
12917,47566,4
12917,90279,4
12920,22375,4
12920,23694,4
12920,28179,4
12920,34404,4
12920,51122,4
12920,87365,4
12923,13096,4
12923,15218,4
12923,19544,4
12923,21592,4
12923,22006,4
12923,25967,4
12923,28619,4
12923,28882,4
12923,36073,4
12923,39878,4
12923,40836,4
12923,53427,4
12923,57386,4
12923,61057,4
12923,65367,4
12923,76381,4
12923,79339,4
12923,81160,4
12923,81641,4
12923,82111,4
12923,82579,4
12923,86024,4
12923,86059,4
12923,93532,4
12928,13619,4
12928,14460,4
12928,14981,4
12928,24750,4
12928,25079,4
12928,25511,4
12928,26377,4
12928,27328,4
12928,29319,4
12928,29410,4
12928,31392,4
12928,37311,4
12928,41701,4
12928,42206,4
12928,44349,4
12928,46512,4
12928,48139,4
12928,53417,4
12928,57182,4
12928,57778,4
12928,60217,4
12928,60483,4
12928,60646,4
12928,62007,4
12928,62139,4
12928,62381,4
12928,67507,4
12928,68183,4
12928,72789,4
12928,73656,4
12928,88801,4
12928,94608,4
12939,22238,4
12939,37154,4
12942,17574,4
12942,31373,4
12942,34158,4
12942,42805,4
12942,45471,4
12942,45618,4
12942,46411,4
12942,47556,4
12942,48555,4
12942,56238,4
12942,80009,4
12968,22699,4
12968,31725,4
12968,35564,4
12968,56028,4
12968,57525,4
12968,67710,4
12968,75105,4
12968,76381,4
12968,85260,4
12968,85463,4
12968,87176,4
12968,93700,4
12969,24786,4
12969,33684,4
12969,37506,4
12969,42122,4
12969,47946,4
12969,50032,4
12969,51213,4
12969,60748,4
12969,71875,4
12969,85156,4
12969,96070,4
12996,15270,4
12996,15486,4
12996,17622,4
12996,18117,4
12996,23518,4
12996,24289,4
12996,26444,4
12996,26724,4
12996,27712,4
12996,27730,4
12996,28393,4
12996,29048,4
12996,29676,4
12996,30455,4
12996,33160,4
12996,37863,4
12996,46892,4
12996,46933,4
12996,50560,4
12996,58059,4
12996,59673,4
12996,60244,4
12996,66000,4
12996,68351,4
12996,69434,4
12996,75398,4
12996,75543,4
12996,77588,4
12996,77962,4
12996,78263,4
12996,79562,4
12996,80286,4
12996,81738,4
12996,82833,4
12996,94589,4
13008,13120,4
13008,18258,4
13008,20246,4
13008,24524,4
13008,24795,4
13008,26639,4
13008,30739,4
13008,37245,4
13008,38383,4
13008,40842,4
13008,44818,4
13008,48318,4
13008,50236,4
13008,54764,4
13008,55084,4
13008,55839,4
13008,61892,4
13008,61942,4
13008,69979,4
13008,82853,4
13008,85770,4
13008,86195,4
13008,93939,4
13024,43634,4
13024,63163,4
13024,67423,4
13024,77104,4
13024,82891,4
13024,86005,4
13034,15880,4
13034,17764,4
13034,18310,4
13034,22415,4
13034,26677,4
13034,28083,4
13034,28829,4
13034,29352,4
13034,29768,4
13034,31703,4
13034,34003,4
13034,34788,4
13034,35611,4
13034,37146,4
13034,37583,4
13034,40455,4
13034,42535,4
13034,50729,4
13034,51168,4
13034,52218,4
13034,56412,4
13034,60908,4
13034,65353,4
13034,65441,4
13034,66236,4
13034,66289,4
13034,77849,4
13034,79655,4
13034,80205,4
13034,80250,4
13034,83492,4
13034,87647,4
13034,88452,4
13034,88972,4
13034,89359,4
13034,94626,4
13034,95804,4
13044,42701,4
13058,36005,4
13058,37608,4
13058,82564,4
13058,88834,4
13058,92673,4
13072,18314,4
13072,18895,4
13072,20246,4
13072,21304,4
13072,27626,4
13072,29999,4
13072,39527,4
13072,41383,4
13072,42292,4
13072,51844,4
13072,52686,4
13072,53047,4
13072,57411,4
13072,58689,4
13072,59630,4
13072,68115,4
13072,68226,4
13072,69593,4
13072,70847,4
13072,72868,4
13072,75145,4
13072,76503,4
13072,77598,4
13072,77827,4
13072,82909,4
13072,87564,4
13072,88653,4
13072,92811,4
13072,93700,4
13072,94229,4
13079,13546,4
13079,14565,4
13079,16091,4
13079,18988,4
13079,19219,4
13079,20712,4
13079,20777,4
13079,22762,4
13079,24769,4
13079,25316,4
13079,26160,4
13079,26961,4
13079,27759,4
13079,28096,4
13079,29906,4
13079,30717,4
13079,30815,4
13079,31065,4
13079,32601,4
13079,36143,4
13079,37954,4
13079,41734,4
13079,42718,4
13079,45783,4
13079,47700,4
13079,54548,4
13079,56168,4
13079,56441,4
13079,56843,4
13079,58948,4
13079,59751,4
13079,59818,4
13079,59966,4
13079,60125,4
13079,61774,4
13079,62594,4
13079,64384,4
13079,65305,4
13079,66181,4
13079,74591,4
13079,75731,4
13079,75836,4
13079,78059,4
13079,80625,4
13079,80720,4
13079,81800,4
13079,82370,4
13079,84009,4
13079,84246,4
13079,86136,4
13079,89739,4
13079,90584,4
13079,97624,4
13079,97649,4
13087,15855,4
13087,16039,4
13087,18882,4
13087,18949,4
13087,21689,4
13087,34103,4
13087,35780,4
13087,38808,4
13087,45423,4
13087,45888,4
13087,45959,4
13087,47155,4
13087,52171,4
13087,53153,4
13087,61785,4
13087,79756,4
13087,81594,4
13087,82394,4
13087,93633,4
13089,16002,4
13089,17320,4
13089,24313,4
13089,25560,4
13089,27525,4
13089,27954,4
13089,30358,4
13089,34607,4
13089,35221,4
13089,38063,4
13089,38383,4
13089,43176,4
13089,44311,4
13089,48637,4
13089,54086,4
13089,68475,4
13089,70787,4
13089,71340,4
13089,71705,4
13089,76479,4
13089,78553,4
13089,88153,4
13089,90693,4
13089,92694,4
13096,13391,4
13096,28882,4
13096,47529,4
13096,48545,4
13096,57525,4
13096,63236,4
13096,64461,4
13096,68612,4
13096,72130,4
13096,72177,4
13096,77602,4
13096,79339,4
13096,82579,4
13096,93305,4
13096,93700,4
13096,97383,4
13120,13175,4
13120,18258,4
13120,30739,4
13120,34466,4
13120,35269,4
13120,36804,4
13120,36918,4
13120,38383,4
13120,38463,4
13120,38488,4
13120,39269,4
13120,48318,4
13120,50236,4
13120,52283,4
13120,55839,4
13120,58868,4
13120,61367,4
13120,61892,4
13120,62013,4
13120,62796,4
13120,65556,4
13120,68685,4
13120,69281,4
13120,69683,4
13120,69979,4
13120,75395,4
13120,82853,4
13120,83300,4
13120,85770,4
13120,88937,4
13120,90004,4
13120,91838,4
13120,93939,4
13141,74107,4
13141,75693,4
13141,91055,4
13147,24782,4
13147,40512,4
13147,61238,4
13147,62362,4
13147,86477,4
13147,88102,4
13147,92767,4
13147,94712,4
13161,58101,4
13173,16040,4
13173,32297,4
13173,55014,4
13173,75587,4
13173,93000,4
13174,23191,4
13174,32503,4
13174,33303,4
13174,37321,4
13174,37983,4
13174,46527,4
13174,54957,4
13174,66123,4
13174,66307,4
13174,68618,4
13174,71844,4
13174,72491,4
13174,75332,4
13174,80889,4
13174,89840,4
13174,97283,4
13175,18258,4
13175,20246,4
13175,24524,4
13175,24764,4
13175,24795,4
13175,26639,4
13175,30739,4
13175,37245,4
13175,38383,4
13175,40842,4
13175,44818,4
13175,45390,4
13175,45922,4
13175,48318,4
13175,50236,4
13175,52090,4
13175,54164,4
13175,54764,4
13175,55084,4
13175,55839,4
13175,58567,4
13175,61605,4
13175,61892,4
13175,61942,4
13175,63507,4
13175,63638,4
13175,69979,4
13175,70914,4
13175,74216,4
13175,76160,4
13175,82853,4
13175,85770,4
13175,90115,4
13175,93939,4
13175,96175,4
13189,16626,4
13189,27800,4
13189,30865,4
13189,36084,4
13189,44040,4
13189,45618,4
13189,54980,4
13189,62231,4
13189,64281,4
13189,64390,4
13189,66797,4
13189,66828,4
13189,81594,4
13190,36505,4
13190,41135,4
13190,42232,4
13190,42873,4
13190,46648,4
13190,50842,4
13190,54035,4
13190,62228,4
13190,85995,4
13190,88386,4
13191,15052,4
13191,18667,4
13191,20200,4
13191,24656,4
13191,31925,4
13191,32305,4
13191,34882,4
13191,35057,4
13191,35658,4
13191,40258,4
13191,40377,4
13191,40950,4
13191,44303,4
13191,44616,4
13191,47206,4
13191,51036,4
13191,51194,4
13191,57716,4
13191,60638,4
13191,61679,4
13191,61811,4
13191,65043,4
13191,69211,4
13191,72914,4
13191,75041,4
13191,77378,4
13191,77413,4
13191,77775,4
13191,83990,4
13191,86200,4
13191,86779,4
13191,89393,4
13191,90615,4
13191,92040,4
13191,92408,4
13191,92512,4
13191,93532,4
13191,96075,4
13202,19205,4
13202,19765,4
13202,24524,4
13202,25546,4
13202,26797,4
13202,68202,4
13202,69978,4
13202,86761,4
13202,92348,4
13202,96433,4
13205,69443,4
13205,84214,4
13225,19678,4
13225,67423,4
13225,70610,4
13225,91288,4
13232,52843,4
13233,13477,4
13233,17294,4
13233,25446,4
13233,26789,4
13233,28537,4
13233,32684,4
13233,33745,4
13233,38200,4
13233,42868,4
13233,47398,4
13233,55715,4
13233,61612,4
13233,71245,4
13233,95039,4
13233,96504,4
13235,13981,4
13235,33957,4
13235,34957,4
13235,41383,4
13235,47018,4
13239,15109,4
13239,36650,4
13239,36875,4
13239,44332,4
13239,52078,4
13239,54956,4
13239,57514,4
13239,63596,4
13239,67225,4
13239,76697,4
13239,81548,4
13239,84214,4
13239,94262,4
13242,67600,4
13242,94929,4
13248,16611,4
13248,25139,4
13248,57638,4
13248,76463,4
13248,78698,4
13248,80165,4
13248,80911,4
13248,87925,4
13248,91813,4
13248,92409,4
13265,13708,4
13265,16268,4
13265,17645,4
13265,21935,4
13265,22178,4
13265,25454,4
13265,29547,4
13265,31179,4
13265,32556,4
13265,37329,4
13265,41601,4
13265,49854,4
13265,50580,4
13265,53038,4
13265,54556,4
13265,58219,4
13265,62103,4
13265,64243,4
13265,66018,4
13265,71406,4
13265,77917,4
13265,79197,4
13265,81837,4
13265,87574,4
13265,91106,4
13265,95310,4
13265,95831,4
13278,13708,4
13278,14271,4
13278,14558,4
13278,15376,4
13278,20200,4
13278,22564,4
13278,24044,4
13278,27975,4
13278,30208,4
13278,31925,4
13278,34193,4
13278,35547,4
13278,37530,4
13278,42459,4
13278,42757,4
13278,44616,4
13278,45778,4
13278,47349,4
13278,48743,4
13278,53764,4
13278,53960,4
13278,55854,4
13278,57716,4
13278,59264,4
13278,60646,4
13278,61900,4
13278,63075,4
13278,67257,4
13278,69733,4
13278,69845,4
13278,70424,4
13278,70498,4
13278,73313,4
13278,75333,4
13278,77775,4
13278,79698,4
13278,83056,4
13278,88503,4
13278,93831,4
13278,94489,4
13278,96075,4
13296,24524,4
13296,24782,4
13296,25957,4
13296,26436,4
13296,30221,4
13296,43888,4
13296,83677,4
13296,91825,4
13309,19570,4
13309,28838,4
13309,31925,4
13309,32556,4
13309,38366,4
13309,48292,4
13309,49197,4
13309,50580,4
13309,56088,4
13309,60653,4
13309,60928,4
13309,61088,4
13309,63281,4
13309,64199,4
13309,64385,4
13309,65286,4
13309,71406,4
13309,71427,4
13309,74262,4
13309,76389,4
13309,83460,4
13309,90155,4
13309,90647,4
13309,90957,4
13309,91336,4
13309,92744,4
13309,95401,4
13313,14501,4
13313,21921,4
13313,26102,4
13313,38518,4
13313,44401,4
13313,47415,4
13313,48044,4
13313,50922,4
13313,52056,4
13313,54780,4
13313,57433,4
13313,57700,4
13313,60075,4
13313,62202,4
13313,76668,4
13313,80061,4
13313,82164,4
13313,87997,4
13313,89504,4
13313,90647,4
13313,95598,4
13321,54902,4
13323,34682,4
13323,36129,4
13323,79940,4
13334,18148,4
13334,21827,4
13334,27377,4
13334,27455,4
13334,29692,4
13334,31819,4
13334,33050,4
13334,33784,4
13334,37434,4
13334,39507,4
13334,40896,4
13334,43804,4
13334,44826,4
13334,45638,4
13334,48257,4
13334,51027,4
13334,51659,4
13334,56732,4
13334,57297,4
13334,61246,4
13334,63826,4
13334,68625,4
13334,69699,4
13334,70284,4
13334,75900,4
13334,76151,4
13334,80020,4
13334,80798,4
13334,82265,4
13334,84353,4
13334,89959,4
13334,90004,4
13334,91834,4
13334,95308,4
13334,97535,4
13336,31825,4
13336,95053,4
13341,13350,4
13341,13732,4
13341,16671,4
13341,17290,4
13341,18258,4
13341,18949,4
13341,19205,4
13341,19255,4
13341,19699,4
13341,19765,4
13341,20246,4
13341,22227,4
13341,22685,4
13341,22824,4
13341,42332,4
13341,44123,4
13341,44818,4
13341,46392,4
13341,48509,4
13341,51633,4
13341,52942,4
13341,56397,4
13341,59209,4
13341,64743,4
13341,68270,4
13341,69978,4
13341,70355,4
13341,71562,4
13341,75453,4
13341,80414,4
13341,82004,4
13341,87844,4
13341,90092,4
13341,90301,4
13341,92278,4
13349,40693,4
13349,84854,4
13349,92043,4
13350,14199,4
13350,16314,4
13350,17289,4
13350,25342,4
13350,25910,4
13350,27717,4
13350,29188,4
13350,34466,4
13350,37354,4
13350,39985,4
13350,42626,4
13350,48208,4
13350,49544,4
13350,49854,4
13350,53447,4
13350,55643,4
13350,63718,4
13350,65015,4
13350,65663,4
13350,65872,4
13350,68202,4
13350,72015,4
13350,80412,4
13350,80420,4
13350,82635,4
13350,85322,4
13350,86634,4
13350,89945,4
13350,94597,4
13350,96049,4
13350,96433,4
13350,96941,4
13352,14157,4
13352,15196,4
13352,15401,4
13352,19179,4
13352,23191,4
13352,28382,4
13352,30380,4
13352,31164,4
13352,33183,4
13352,37031,4
13352,37718,4
13352,38310,4
13352,38685,4
13352,43307,4
13352,44056,4
13352,44861,4
13352,45238,4
13352,47466,4
13352,60653,4
13352,65867,4
13352,66971,4
13352,71073,4
13352,75414,4
13352,79633,4
13352,79929,4
13352,81354,4
13352,84445,4
13352,92744,4
13352,93253,4
13352,95807,4
13355,14121,4
13355,21877,4
13355,25404,4
13355,32236,4
13355,32503,4
13355,35437,4
13355,37780,4
13355,46527,4
13355,52034,4
13355,54265,4
13355,58670,4
13355,59109,4
13355,66402,4
13355,66905,4
13355,69074,4
13355,70181,4
13355,73485,4
13355,73894,4
13355,75204,4
13355,75333,4
13355,82239,4
13355,82276,4
13355,83808,4
13355,87974,4
13355,93057,4
13355,97527,4
13367,53969,4
13367,68446,4
13372,19069,4
13372,26334,4
13372,26885,4
13372,43000,4
13372,48941,4
13372,62138,4
13372,81313,4
13372,88176,4
13391,20870,4
13391,20965,4
13391,29386,4
13391,33267,4
13391,36654,4
13391,40609,4
13391,48545,4
13391,49928,4
13391,50129,4
13391,51256,4
13391,53931,4
13391,54747,4
13391,57874,4
13391,63960,4
13391,65059,4
13391,68695,4
13391,72491,4
13391,75792,4
13391,76861,4
13391,86583,4
13391,86709,4
13391,90782,4
13391,91120,4
13400,14121,4
13400,20616,4
13400,21357,4
13400,23742,4
13400,25157,4
13400,27428,4
13400,30012,4
13400,30872,4
13400,34141,4
13400,44526,4
13400,62430,4
13400,62778,4
13400,78987,4
13404,15619,4
13404,25043,4
13404,37734,4
13404,59487,4
13404,63363,4
13407,29471,4
13407,29604,4
13407,47715,4
13407,49998,4
13407,54070,4
13407,59673,4
13407,71665,4
13408,20811,4
13408,70772,4
13433,22278,4
13433,30067,4
13433,31221,4
13433,36241,4
13433,36520,4
13433,38962,4
13433,53752,4
13433,62476,4
13433,68787,4
13433,73589,4
13433,78465,4
13433,79658,4
13439,14154,4
13439,15573,4
13439,21800,4
13439,24782,4
13439,25750,4
13439,27791,4
13439,39012,4
13439,43332,4
13439,46299,4
13439,49904,4
13439,52639,4
13439,55051,4
13439,55917,4
13439,59595,4
13439,63465,4
13439,65215,4
13439,69208,4
13439,74898,4
13439,77348,4
13444,31343,4
13444,74577,4
13444,93932,4
13455,26004,4
13455,26704,4
13455,29454,4
13455,31455,4
13455,67501,4
13455,69302,4
13455,70539,4
13455,84288,4
13455,85840,4
13455,87176,4
13455,88218,4
13455,89641,4
13455,95610,4
13474,16271,4
13477,15650,4
13477,93746,4
13493,36792,4
13493,42146,4
13493,42672,4
13493,44553,4
13493,48919,4
13493,55847,4
13493,70164,4
13493,70373,4
13493,70650,4
13493,74518,4
13493,78007,4
13493,79029,4
13501,27602,4
13501,30418,4
13501,34026,4
13501,39911,4
13501,43156,4
13501,58510,4
13501,58694,4
13501,59871,4
13501,68981,4
13501,69367,4
13501,69575,4
13501,72451,4
13501,72758,4
13501,78860,4
13501,79810,4
13501,81512,4
13501,83193,4
13501,93359,4
13519,82541,4
13519,97293,4
13521,17336,4
13521,21976,4
13521,23020,4
13521,25229,4
13521,43817,4
13521,45506,4
13521,56133,4
13521,74816,4
13521,78775,4
13521,87847,4
13521,89721,4
13540,78169,4
13544,19355,4
13544,30505,4
13544,31802,4
13544,36636,4
13544,40089,4
13544,45135,4
13544,49051,4
13544,50327,4
13544,55272,4
13544,62450,4
13544,64765,4
13544,67718,4
13544,71635,4
13544,75816,4
13544,76456,4
13544,78523,4
13544,85040,4
13544,95218,4
13546,14565,4
13546,16091,4
13546,18988,4
13546,19219,4
13546,20712,4
13546,20777,4
13546,22762,4
13546,24769,4
13546,25316,4
13546,26160,4
13546,26961,4
13546,27759,4
13546,28096,4
13546,29906,4
13546,30717,4
13546,30815,4
13546,31065,4
13546,32601,4
13546,36143,4
13546,37954,4
13546,41734,4
13546,42718,4
13546,45783,4
13546,47700,4
13546,54548,4
13546,56168,4
13546,56441,4
13546,56843,4
13546,58948,4
13546,59751,4
13546,59818,4
13546,59966,4
13546,60125,4
13546,61774,4
13546,62594,4
13546,64384,4
13546,65305,4
13546,66181,4
13546,74591,4
13546,75731,4
13546,75836,4
13546,78059,4
13546,80625,4
13546,80720,4
13546,81800,4
13546,82370,4
13546,84009,4
13546,84246,4
13546,86136,4
13546,89739,4
13546,90584,4
13546,97624,4
13546,97649,4
13548,45381,4
13548,51870,4
13548,63107,4
13548,64243,4
13548,65709,4
13548,90242,4
13548,97385,4
13551,18771,4
13551,23767,4
13551,25323,4
13551,26011,4
13551,38310,4
13551,40335,4
13551,41541,4
13551,44470,4
13551,46403,4
13551,46819,4
13551,50968,4
13551,52428,4
13551,55479,4
13551,56626,4
13551,57036,4
13551,60677,4
13551,61710,4
13551,62986,4
13551,66971,4
13551,71920,4
13551,72569,4
13551,77157,4
13551,77908,4
13551,87162,4
13551,87734,4
13551,90124,4
13551,91889,4
13551,95367,4
13551,97520,4
13571,87193,4
13576,37929,4
13576,59987,4
13576,68385,4
13619,16153,4
13619,17843,4
13619,24386,4
13619,25079,4
13619,35033,4
13619,36804,4
13619,38463,4
13619,38837,4
13619,40698,4
13619,41101,4
13619,41206,4
13619,54873,4
13619,57803,4
13619,61892,4
13619,62806,4
13619,65353,4
13619,65790,4
13619,67862,4
13619,80061,4
13619,81482,4
13619,89573,4
13619,91446,4
13619,96740,4
13619,97025,4
13620,17320,4
13620,17904,4
13620,37372,4
13620,58772,4
13620,66766,4
13634,31973,4
13637,41463,4
13685,19049,4
13685,22035,4
13685,26789,4
13685,26982,4
13685,47854,4
13685,60192,4
13685,73236,4
13685,77027,4
13685,85688,4
13685,97179,4
13686,14225,4
13686,14373,4
13686,14868,4
13686,16813,4
13686,17063,4
13686,20600,4
13686,27328,4
13686,28477,4
13686,31908,4
13686,38611,4
13686,46485,4
13686,51787,4
13686,55223,4
13686,57287,4
13686,61402,4
13686,61546,4
13686,62007,4
13686,66524,4
13686,66874,4
13686,67758,4
13686,72789,4
13686,76011,4
13686,77829,4
13686,78706,4
13686,84468,4
13686,85484,4
13686,89302,4
13686,94463,4
13686,95581,4
13686,95855,4
13708,24934,4
13708,26193,4
13708,26798,4
13708,27800,4
13708,32556,4
13708,35484,4
13708,35831,4
13708,45778,4
13708,50580,4
13708,56909,4
13708,60337,4
13708,60928,4
13708,71406,4
13708,71427,4
13708,73527,4
13708,74262,4
13708,77830,4
13708,78666,4
13708,86935,4
13708,87034,4
13708,89120,4
13708,89897,4
13708,92040,4
13708,93831,4
13708,94489,4
13711,48754,4
13711,76160,4
13724,17153,4
13724,18081,4
13724,18964,4
13724,25454,4
13724,26766,4
13724,30838,4
13724,33802,4
13724,36804,4
13724,38476,4
13724,39171,4
13724,39341,4
13724,40769,4
13724,41077,4
13724,42204,4
13724,45175,4
13724,45381,4
13724,45464,4
13724,45946,4
13724,48592,4
13724,51758,4
13724,52260,4
13724,57182,4
13724,63107,4
13724,63702,4
13724,63718,4
13724,65709,4
13724,65913,4
13724,66051,4
13724,67901,4
13724,70238,4
13724,75414,4
13724,77302,4
13724,77374,4
13724,81516,4
13724,82025,4
13724,83349,4
13724,84300,4
13724,84875,4
13724,85742,4
13724,90254,4
13724,90432,4
13724,90566,4
13724,90994,4
13724,93198,4
13724,96338,4
13732,16543,4
13732,21534,4
13732,24516,4
13732,24828,4
13732,33016,4
13732,34456,4
13732,37231,4
13732,45314,4
13732,48128,4
13732,58974,4
13732,62305,4
13732,62787,4
13732,63878,4
13732,63941,4
13732,64743,4
13732,64772,4
13732,65353,4
13732,80414,4
13732,90726,4
13732,92744,4
13734,17857,4
13734,19080,4
13734,21921,4
13734,22417,4
13734,25626,4
13734,33280,4
13734,37434,4
13734,38848,4
13734,40843,4
13734,40896,4
13734,42797,4
13734,45192,4
13734,45557,4
13734,47415,4
13734,48514,4
13734,50922,4
13734,52213,4
13734,54780,4
13734,55969,4
13734,56732,4
13734,57700,4
13734,60075,4
13734,70605,4
13734,74420,4
13734,78210,4
13734,86024,4
13734,88825,4
13734,89406,4
13734,89504,4
13734,90647,4
13734,91434,4
13736,15153,4
13736,27320,4
13736,30865,4
13736,35382,4
13736,37261,4
13736,42604,4
13736,46075,4
13736,46843,4
13736,64281,4
13736,66797,4
13736,66828,4
13736,67392,4
13736,68681,4
13736,71516,4
13753,19959,4
13753,34192,4
13753,70912,4
13757,20962,4
13770,22721,4
13770,22802,4
13770,37835,4
13770,57176,4
13770,58256,4
13770,80937,4
13771,14486,4
13771,37041,4
13803,41849,4
13803,42040,4
13803,42247,4
13803,42248,4
13803,42316,4
13803,70604,4
13829,34930,4
13829,46926,4
13829,50833,4
13829,54282,4
13829,72949,4
13829,76341,4
13829,80061,4
13829,83493,4
13829,90657,4
13829,91629,4
13829,93121,4
13829,94033,4
13860,16042,4
13860,16379,4
13860,16976,4
13860,17028,4
13860,17442,4
13860,21828,4
13860,22156,4
13860,27601,4
13860,31725,4
13860,32944,4
13860,34893,4
13860,35348,4
13860,36235,4
13860,36393,4
13860,42107,4
13860,42317,4
13860,43125,4
13860,43358,4
13860,45170,4
13860,45689,4
13860,46412,4
13860,46472,4
13860,48735,4
13860,49244,4
13860,49762,4
13860,52450,4
13860,55130,4
13860,57392,4
13860,57660,4
13860,60928,4
13860,62009,4
13860,62436,4
13860,62986,4
13860,63236,4
13860,66775,4
13860,66776,4
13860,68612,4
13860,70348,4
13860,70816,4
13860,74663,4
13860,74970,4
13860,75114,4
13860,79433,4
13860,79730,4
13860,81427,4
13860,82579,4
13860,83292,4
13860,85463,4
13860,85813,4
13860,86080,4
13860,90754,4
13860,91055,4
13860,91537,4
13860,93253,4
13860,94723,4
13860,95038,4
13860,96467,4
13874,17423,4
13874,18485,4
13874,19327,4
13874,25295,4
13874,35185,4
13874,51363,4
13874,58227,4
13874,66556,4
13874,66563,4
13874,67987,4
13874,80176,4
13874,94604,4
13874,95985,4
13874,97458,4
13875,16932,4
13875,30251,4
13895,21288,4
13895,24378,4
13895,44910,4
13895,62517,4
13895,90838,4
13895,91995,4
13899,35346,4
13899,41979,4
13899,48017,4
13899,57753,4
13899,58439,4
13899,62139,4
13899,65957,4
13899,78045,4
13936,14225,4
13936,16932,4
13936,21666,4
13936,22737,4
13936,23041,4
13936,23503,4
13936,25775,4
13936,29436,4
13936,30391,4
13936,32944,4
13936,34094,4
13936,35658,4
13936,35732,4
13936,39176,4
13936,39397,4
13936,39527,4
13936,41354,4
13936,42292,4
13936,50021,4
13936,50833,4
13936,52686,4
13936,53428,4
13936,55117,4
13936,56397,4
13936,59060,4
13936,61236,4
13936,62806,4
13936,64201,4
13936,64743,4
13936,65573,4
13936,69367,4
13936,69574,4
13936,70154,4
13936,70593,4
13936,70991,4
13936,72113,4
13936,75161,4
13936,83092,4
13936,84953,4
13936,85574,4
13936,91874,4
13936,93030,4
13936,93133,4
13936,94848,4
13936,94885,4
13936,94908,4
13940,58536,4
13940,76290,4
13942,18588,4
13942,21877,4
13942,26648,4
13942,26878,4
13942,28655,4
13942,29314,4
13942,36630,4
13942,37041,4
13942,55937,4
13942,58670,4
13942,60217,4
13942,71844,4
13942,73894,4
13942,80151,4
13942,87974,4
13942,92010,4
13942,94777,4
13965,16073,4
13965,17601,4
13965,20612,4
13965,22621,4
13965,23078,4
13965,23738,4
13965,27845,4
13965,29943,4
13965,30742,4
13965,38648,4
13965,38927,4
13965,39738,4
13965,42258,4
13965,42746,4
13965,48683,4
13965,48767,4
13965,53339,4
13965,65454,4
13965,70223,4
13965,71572,4
13965,76029,4
13965,76263,4
13965,77514,4
13965,84178,4
13965,96949,4
13972,35136,4
13972,36093,4
13972,58059,4
13972,60483,4
13972,75856,4
13979,15071,4
13979,17547,4
13979,19599,4
13979,22722,4
13979,29833,4
13979,34026,4
13979,39911,4
13979,43156,4
13979,47542,4
13979,50294,4
13979,53996,4
13979,54395,4
13979,58510,4
13979,58694,4
13979,59871,4
13979,63921,4
13979,67925,4
13979,68981,4
13979,69367,4
13979,69575,4
13979,72451,4
13979,72758,4
13979,78018,4
13979,79810,4
13979,81512,4
13979,83193,4
13979,85481,4
13979,94316,4
13981,26743,4
13981,33473,4
13981,37321,4
13981,39797,4
13981,48835,4
13981,61797,4
13981,95180,4
14020,34003,4
14020,38923,4
14040,17971,4
14040,19962,4
14040,64021,4
14040,64333,4
14040,68434,4
14040,74495,4
14040,93567,4
14064,40258,4
14064,51701,4
14064,53947,4
14064,63624,4
14064,68909,4
14064,74818,4
14064,85840,4
14064,93273,4
14064,96075,4
14070,18201,4
14070,18495,4
14070,19042,4
14070,19688,4
14070,21294,4
14070,28734,4
14070,30391,4
14070,32970,4
14070,35245,4
14070,36987,4
14070,40190,4
14070,43194,4
14070,44695,4
14070,52686,4
14070,61036,4
14070,63230,4
14070,64385,4
14070,64513,4
14070,64938,4
14070,65015,4
14070,69674,4
14070,70252,4
14070,76425,4
14070,85433,4
14070,87178,4
14070,89075,4
14070,90321,4
14070,90813,4
14070,92117,4
14076,20405,4
14103,23511,4
14103,41427,4
14103,63638,4
14103,85355,4
14103,87181,4
14114,16438,4
14114,22358,4
14114,23652,4
14114,24297,4
14114,33947,4
14114,41988,4
14114,52846,4
14114,53086,4
14114,54873,4
14114,54908,4
14114,58199,4
14114,69567,4
14114,70627,4
14114,79690,4
14114,80707,4
14114,83546,4
14114,84672,4
14114,85692,4
14114,88480,4
14121,16865,4
14121,17462,4
14121,23613,4
14121,24099,4
14121,33484,4
14121,34141,4
14121,39785,4
14121,43806,4
14121,49928,4
14121,50464,4
14121,50674,4
14121,55029,4
14121,59130,4
14121,62228,4
14121,67887,4
14121,70084,4
14121,71054,4
14121,71213,4
14121,78987,4
14123,19804,4
14123,34064,4
14123,43455,4
14123,51767,4
